Airport,Adjacent_Airport,id,Adjacent_id,Distance
BIL,SDF,10,81,0
BIL,SEA,10,82,662.069735354224
BIL,SFB,10,83,0
BIL,SFO,10,84,0
BIL,SJC,10,85,0
BIL,SLC,10,86,387.364253976131
BIL,SMF,10,87,0
BIL,SRQ,10,88,0
BIL,STL,10,89,0
BIL,SYR,10,90,0
BIL,TPA,10,91,0
BIL,TUL,10,92,0
BIL,TUS,10,93,0
BNA,ABQ,11,1,0
BNA,AMA,11,2,0
BNA,ANC,11,3,0
BNA,ATL,11,4,214.03402387953
BNA,AUS,11,5,755.619337361751
BNA,BDL,11,6,0
BNA,BFI,11,7,0
BNA,BGR,11,8,0
BNA,BHM,11,9,177.051840375219
BNA,BIL,11,10,0
BNA,BNA,11,11,0
BNA,BOS,11,12,940.996937472703
BNA,BUF,11,13,0
BNA,BWI,11,14,586.390340269003
BNA,CHS,11,15,438.606404048172
BNA,CLE,11,16,448.305312676737
BNA,CLT,11,17,327.974121692552
BNA,CMH,11,18,337.663378822413
BNA,CPR,11,19,0
BNA,CRP,11,20,0
BNA,CVG,11,21,230.084479628291
BNA,DAY,11,22,0
BNA,DEN,11,23,1011.39628591574
BNA,DFW,11,24,630.201408741606
BNA,DLH,11,25,0
BNA,DSM,11,26,0
BNA,ERI,11,27,0
BNA,EWR,11,28,746.318556057414
BNA,FAI,11,29,0
BNA,FLL,11,30,794.128726933458
BNA,FWA,11,31,0
BNA,GEG,11,32,0
BNA,GPT,11,33,0
BNA,GRB,11,34,0
BNA,GSO,11,35,0
BNA,GSP,11,36,264.769097332656
BNA,HNL,11,37,0
BNA,HSV,11,38,0
BNA,IAD,11,39,541.27274478974
BNA,IAH,11,40,656.534631188196
BNA,ICT,11,41,0
BNA,IND,11,42,0
BNA,JAN,11,43,0
BNA,JAX,11,44,483.973709286928
BNA,JFK,11,45,764.185336129134
BNA,LAS,11,46,1583.88698694579
BNA,LAX,11,47,1793.58622299018
BNA,LBB,11,48,0
BNA,MBS,11,49,0
BNA,MCI,11,50,490.677634649407
BNA,MCO,11,51,617.059349777506
BNA,MDW,11,52,395.421005301003
BNA,MEM,11,53,199.85683891734
BNA,MIA,11,54,807.473416528231
BNA,MKE,11,55,0
BNA,MLI,11,56,0
BNA,MSP,11,57,695.400003565161
BNA,MSY,11,58,471.545341888143
BNA,MYR,11,59,0
BNA,OAK,11,60,0
BNA,ONT,11,61,0
BNA,ORD,11,62,409.8102688418
BNA,ORF,11,63,583.99869164814
BNA,PBI,11,64,0
BNA,PDX,11,65,0
BNA,PHF,11,66,0
BNA,PHL,11,67,673.794577947893
BNA,PHX,11,68,1445.60227471215
BNA,PIT,11,69,0
BNA,PWM,11,70,0
BNA,RDU,11,71,441.30158919211
BNA,RFD,11,72,0
BNA,RIC,11,73,0
BNA,RNO,11,74,0
BNA,ROC,11,75,0
BNA,RST,11,76,0
BNA,RSW,11,77,0
BNA,SAN,11,78,1747.44972898015
BNA,SAT,11,79,821.270109274461
BNA,SAV,11,80,0
BNA,SDF,11,81,0
BNA,SEA,11,82,0
BNA,SFB,11,83,0
BNA,SFO,11,84,0
BNA,SJC,11,85,0
BNA,SLC,11,86,1401.06547112345
BNA,SMF,11,87,0
BNA,SRQ,11,88,0
BNA,STL,11,89,271.81114381256
BNA,SYR,11,90,0
BNA,TPA,11,91,612.994138039886
BNA,TUL,11,92,0
BNA,TUS,11,93,0
BOS,ABQ,12,1,0
BOS,AMA,12,2,0
BOS,ANC,12,3,0
BOS,ATL,12,4,945.507980961146
BOS,AUS,12,5,1696.26091473541
BOS,BDL,12,6,0
BOS,BFI,12,7,0
BOS,BGR,12,8,0
BOS,BHM,12,9,0
BOS,BIL,12,10,0
BOS,BNA,12,11,940.996937472703
BOS,BOS,12,12,0
BOS,BUF,12,13,394.555287822912
BOS,BWI,12,14,369.150882037367
BOS,CHS,12,15,0
BOS,CLE,12,16,561.322620584343
BOS,CLT,12,17,727.468658422814
BOS,CMH,12,18,638.82021741066
BOS,CPR,12,19,0
BOS,CRP,12,20,0
BOS,CVG,12,21,750.427088673914
BOS,DAY,12,22,0
BOS,DEN,12,23,1749.72223246115
BOS,DFW,12,24,1559.28356655975
BOS,DLH,12,25,0
BOS,DSM,12,26,0
BOS,ERI,12,27,0
BOS,EWR,12,28,200.284125705547
BOS,FAI,12,29,0
BOS,FLL,12,30,1239.27878107831
BOS,FWA,12,31,0
BOS,GEG,12,32,0
BOS,GPT,12,33,0
BOS,GRB,12,34,0
BOS,GSO,12,35,0
BOS,GSP,12,36,0
BOS,HNL,12,37,0
BOS,HSV,12,38,0
BOS,IAD,12,39,412.336049401163
BOS,IAH,12,40,1595.55928687441
BOS,ICT,12,41,0
BOS,IND,12,42,816.31545596307
BOS,JAN,12,43,0
BOS,JAX,12,44,1010.8235846767
BOS,JFK,12,45,186.533450211485
BOS,LAS,12,46,2375.44402499862
BOS,LAX,12,47,2605.58815841382
BOS,LBB,12,48,0
BOS,MBS,12,49,0
BOS,MCI,12,50,1253.28944335361
BOS,MCO,12,51,1122.24989570719
BOS,MDW,12,52,858.483285681012
BOS,MEM,12,53,1137.79223337679
BOS,MIA,12,54,1260.39344514719
BOS,MKE,12,55,857.869683405829
BOS,MLI,12,56,0
BOS,MSP,12,57,1121.16647815642
BOS,MSY,12,58,1366.83227499857
BOS,MYR,12,59,738.228466370955
BOS,OAK,12,60,0
BOS,ONT,12,61,0
BOS,ORD,12,62,864.429328483297
BOS,ORF,12,63,468.087109305082
BOS,PBI,12,64,1198.99860907755
BOS,PDX,12,65,2530.57826180978
BOS,PHF,12,66,0
BOS,PHL,12,67,279.722505494573
BOS,PHX,12,68,2295.34718240554
BOS,PIT,12,69,494.991349774866
BOS,PWM,12,70,0
BOS,RDU,12,71,611.783198932617
BOS,RFD,12,72,0
BOS,RIC,12,73,473.71192890798
BOS,RNO,12,74,0
BOS,ROC,12,75,342.237451873588
BOS,RST,12,76,0
BOS,RSW,12,77,1251.0780711662
BOS,SAN,12,78,2582.51274985834
BOS,SAT,12,79,0
BOS,SAV,12,80,0
BOS,SDF,12,81,0
BOS,SEA,12,82,2489.06129098054
BOS,SFB,12,83,0
BOS,SFO,12,84,2697.68884346666
BOS,SJC,12,85,2682.41892102668
BOS,SLC,12,86,2100.08701741259
BOS,SMF,12,87,0
BOS,SRQ,12,88,1221.43089835373
BOS,STL,12,89,1044.33616275134
BOS,SYR,12,90,263.929440892428
BOS,TPA,12,91,1185.93366645832
BOS,TUL,12,92,0
BOS,TUS,12,93,0
BUF,ABQ,13,1,0
BUF,AMA,13,2,0
BUF,ANC,13,3,0
BUF,ATL,13,4,712.795633200057
BUF,AUS,13,5,0
BUF,BDL,13,6,0
BUF,BFI,13,7,0
BUF,BGR,13,8,0
BUF,BHM,13,9,0
BUF,BIL,13,10,0
BUF,BNA,13,11,0
BUF,BOS,13,12,394.555287822912
BUF,BUF,13,13,0
BUF,BWI,13,14,281.48254900697
BUF,CHS,13,15,0
BUF,CLE,13,16,191.407836169415
BUF,CLT,13,17,546.836756353827
BUF,CMH,13,18,0
BUF,CPR,13,19,0
BUF,CRP,13,20,0
BUF,CVG,13,21,0
BUF,DAY,13,22,0
BUF,DEN,13,23,0
BUF,DFW,13,24,0
BUF,DLH,13,25,0
BUF,DSM,13,26,0
BUF,ERI,13,27,0
BUF,EWR,13,28,281.637116323102
BUF,FAI,13,29,0
BUF,FLL,13,30,1168.28509515189
BUF,FWA,13,31,0
BUF,GEG,13,32,0
BUF,GPT,13,33,0
BUF,GRB,13,34,0
BUF,GSO,13,35,0
BUF,GSP,13,36,0
BUF,HNL,13,37,0
BUF,HSV,13,38,0
BUF,IAD,13,39,284.026737867533
BUF,IAH,13,40,0
BUF,ICT,13,41,0
BUF,IND,13,42,0
BUF,JAN,13,43,0
BUF,JAX,13,44,0
BUF,JFK,13,45,300.574090794287
BUF,LAS,13,46,1981.95934642476
BUF,LAX,13,47,0
BUF,LBB,13,48,0
BUF,MBS,13,49,0
BUF,MCI,13,50,0
BUF,MCO,13,51,1012.91590607986
BUF,MDW,13,52,467.147885182557
BUF,MEM,13,53,0
BUF,MIA,13,54,0
BUF,MKE,13,55,0
BUF,MLI,13,56,0
BUF,MSP,13,57,732.606706856456
BUF,MSY,13,58,0
BUF,MYR,13,59,0
BUF,OAK,13,60,0
BUF,ONT,13,61,0
BUF,ORD,13,62,472.047338842323
BUF,ORF,13,63,0
BUF,PBI,13,64,0
BUF,PDX,13,65,0
BUF,PHF,13,66,0
BUF,PHL,13,67,278.680742574631
BUF,PHX,13,68,1908.16955106953
BUF,PIT,13,69,0
BUF,PWM,13,70,0
BUF,RDU,13,71,0
BUF,RFD,13,72,0
BUF,RIC,13,73,0
BUF,RNO,13,74,0
BUF,ROC,13,75,0
BUF,RST,13,76,0
BUF,RSW,13,77,0
BUF,SAN,13,78,0
BUF,SAT,13,79,0
BUF,SAV,13,80,0
BUF,SDF,13,81,0
BUF,SEA,13,82,0
BUF,SFB,13,83,0
BUF,SFO,13,84,0
BUF,SJC,13,85,0
BUF,SLC,13,86,0
BUF,SMF,13,87,0
BUF,SRQ,13,88,0
BUF,STL,13,89,0
BUF,SYR,13,90,0
BUF,TPA,13,91,1055.62861001822
BUF,TUL,13,92,0
BUF,TUS,13,93,0
BWI,ABQ,14,1,1666.64788427984
BWI,AMA,14,2,0
BWI,ANC,14,3,0
BWI,ATL,14,4,576.376438939168
BWI,AUS,14,5,1340.40378812707
BWI,BDL,14,6,283.18816891665
BWI,BFI,14,7,0
BWI,BGR,14,8,0
BWI,BHM,14,9,681.401548969312
BWI,BIL,14,10,0
BWI,BNA,14,11,586.390340269003
BWI,BOS,14,12,369.150882037367
BWI,BUF,14,13,281.48254900697
BWI,BWI,14,14,0
BWI,CHS,14,15,472.771432946172
BWI,CLE,14,16,313.689231273862
BWI,CLT,14,17,360.857623565855
BWI,CMH,14,18,336.177060864751
BWI,CPR,14,19,0
BWI,CRP,14,20,0
BWI,CVG,14,21,428.833429253452
BWI,DAY,14,22,405.37782383802
BWI,DEN,14,23,1487.37242603558
BWI,DFW,14,24,1214.71177764448
BWI,DLH,14,25,0
BWI,DSM,14,26,0
BWI,ERI,14,27,0
BWI,EWR,14,28,168.890191533066
BWI,FAI,14,29,0
BWI,FLL,14,30,927.584368598287
BWI,FWA,14,31,0
BWI,GEG,14,32,0
BWI,GPT,14,33,0
BWI,GRB,14,34,0
BWI,GSO,14,35,0
BWI,GSP,14,36,425.485529186363
BWI,HNL,14,37,0
BWI,HSV,14,38,0
BWI,IAD,14,39,0
BWI,IAH,14,40,1233.98846365892
BWI,ICT,14,41,0
BWI,IND,14,42,514.748500347193
BWI,JAN,14,43,887.552550487989
BWI,JAX,14,44,663.685398840403
BWI,JFK,14,45,183.54010042137
BWI,LAS,14,46,2101.06020130751
BWI,LAX,14,47,2324.01772773846
BWI,LBB,14,48,0
BWI,MBS,14,49,0
BWI,MCI,14,50,964.21244462409
BWI,MCO,14,51,788.567235269311
BWI,MDW,14,52,609.320133640318
BWI,MEM,14,53,0
BWI,MIA,14,54,948.23557557936
BWI,MKE,14,55,639.738412097878
BWI,MLI,14,56,0
BWI,MSP,14,57,934.368593995156
BWI,MSY,14,58,998.085418212961
BWI,MYR,14,59,0
BWI,OAK,14,60,0
BWI,ONT,14,61,0
BWI,ORD,14,62,620.148400807577
BWI,ORF,14,63,159.634074286261
BWI,PBI,14,64,885.56944688488
BWI,PDX,14,65,0
BWI,PHF,14,66,0
BWI,PHL,14,67,90.0125515748762
BWI,PHX,14,68,1994.56114829091
BWI,PIT,14,69,209.844011223037
BWI,PWM,14,70,451.436310892366
BWI,RDU,14,71,255.734579865011
BWI,RFD,14,72,0
BWI,RIC,14,73,0
BWI,RNO,14,74,0
BWI,ROC,14,75,277.443403011363
BWI,RST,14,76,0
BWI,RSW,14,77,921.459520715458
BWI,SAN,14,78,2290.27256819389
BWI,SAT,14,79,1405.60648535418
BWI,SAV,14,80,0
BWI,SDF,14,81,493.805452518363
BWI,SEA,14,82,0
BWI,SFB,14,83,0
BWI,SFO,14,84,2451.05814129124
BWI,SJC,14,85,0
BWI,SLC,14,86,1860.18465233663
BWI,SMF,14,87,0
BWI,SRQ,14,88,0
BWI,STL,14,89,736.051066508261
BWI,SYR,14,90,0
BWI,TPA,14,91,843.815095973108
BWI,TUL,14,92,0
BWI,TUS,14,93,0
CHS,ABQ,15,1,0
CHS,AMA,15,2,0
CHS,ANC,15,3,0
CHS,ATL,15,4,258.545483389802
CHS,AUS,15,5,0
CHS,BDL,15,6,0
CHS,BFI,15,7,0
CHS,BGR,15,8,0
CHS,BHM,15,9,0
CHS,BIL,15,10,0
CHS,BNA,15,11,438.606404048172
CHS,BOS,15,12,0
CHS,BUF,15,13,0
CHS,BWI,15,14,472.771432946172
CHS,CHS,15,15,0
CHS,CLE,15,16,0
CHS,CLT,15,17,168.122923308036
CHS,CMH,15,18,0
CHS,CPR,15,19,0
CHS,CRP,15,20,0
CHS,CVG,15,21,0
CHS,DAY,15,22,0
CHS,DEN,15,23,0
CHS,DFW,15,24,985.074751362662
CHS,DLH,15,25,0
CHS,DSM,15,26,0
CHS,ERI,15,27,0
CHS,EWR,15,28,628.580504891464
CHS,FAI,15,29,0
CHS,FLL,15,30,0
CHS,FWA,15,31,0
CHS,GEG,15,32,0
CHS,GPT,15,33,0
CHS,GRB,15,34,0
CHS,GSO,15,35,0
CHS,GSP,15,36,0
CHS,HNL,15,37,0
CHS,HSV,15,38,0
CHS,IAD,15,39,442.026881977297
CHS,IAH,15,40,923.307659717506
CHS,ICT,15,41,0
CHS,IND,15,42,0
CHS,JAN,15,43,0
CHS,JAX,15,44,0
CHS,JFK,15,45,636.949560832694
CHS,LAS,15,46,0
CHS,LAX,15,47,0
CHS,LBB,15,48,0
CHS,MBS,15,49,0
CHS,MCI,15,50,0
CHS,MCO,15,51,0
CHS,MDW,15,52,745.32182841161
CHS,MEM,15,53,0
CHS,MIA,15,54,491.196590379047
CHS,MKE,15,55,0
CHS,MLI,15,56,0
CHS,MSP,15,57,0
CHS,MSY,15,58,0
CHS,MYR,15,59,0
CHS,OAK,15,60,0
CHS,ONT,15,61,0
CHS,ORD,15,62,760.668416417928
CHS,ORF,15,63,0
CHS,PBI,15,64,0
CHS,PDX,15,65,0
CHS,PHF,15,66,0
CHS,PHL,15,67,550.633633974329
CHS,PHX,15,68,0
CHS,PIT,15,69,0
CHS,PWM,15,70,0
CHS,RDU,15,71,0
CHS,RFD,15,72,0
CHS,RIC,15,73,0
CHS,RNO,15,74,0
CHS,ROC,15,75,0
CHS,RST,15,76,0
CHS,RSW,15,77,0
CHS,SAN,15,78,0
CHS,SAT,15,79,0
CHS,SAV,15,80,0
CHS,SDF,15,81,0
CHS,SEA,15,82,0
CHS,SFB,15,83,0
CHS,SFO,15,84,0
CHS,SJC,15,85,0
CHS,SLC,15,86,0
CHS,SMF,15,87,0
CHS,SRQ,15,88,0
CHS,STL,15,89,0
CHS,SYR,15,90,0
CHS,TPA,15,91,0
CHS,TUL,15,92,0
CHS,TUS,15,93,0
CLE,ABQ,16,1,0
CLE,AMA,16,2,0
CLE,ANC,16,3,0
CLE,ATL,16,4,555.425835711565
CLE,AUS,16,5,0
CLE,BDL,16,6,474.266945351808
CLE,BFI,16,7,0
CLE,BGR,16,8,0
CLE,BHM,16,9,0
CLE,BIL,16,10,0
CLE,BNA,16,11,448.305312676737
CLE,BOS,16,12,561.322620584343
CLE,BUF,16,13,191.407836169415
CLE,BWI,16,14,313.689231273862
CLE,CHS,16,15,0
CLE,CLE,16,16,0
CLE,CLT,16,17,431.050443281607
CLE,CMH,16,18,111.898166684681
CLE,CPR,16,19,0
CLE,CRP,16,20,0
CLE,CVG,16,21,0
CLE,DAY,16,22,162.175888256104
CLE,DEN,16,23,1198.0299182824
CLE,DFW,16,24,1020.18857054567
CLE,DLH,16,25,0
CLE,DSM,16,26,0
CLE,ERI,16,27,97.9225074186788
CLE,EWR,16,28,403.178207856055
CLE,FAI,16,29,0
CLE,FLL,16,30,1064.308282552
CLE,FWA,16,31,0
CLE,GEG,16,32,0
CLE,GPT,16,33,0
CLE,GRB,16,34,381.894952727279
CLE,GSO,16,35,0
CLE,GSP,16,36,450.685120950461
CLE,HNL,16,37,0
CLE,HSV,16,38,0
CLE,IAD,16,39,287.815418229967
CLE,IAH,16,40,1091.26769620737
CLE,ICT,16,41,0
CLE,IND,16,42,260.987160275339
CLE,JAN,16,43,0
CLE,JAX,16,44,0
CLE,JFK,16,45,423.929920540749
CLE,LAS,16,46,1820.3655820332
CLE,LAX,16,47,2048.43082226978
CLE,LBB,16,48,0
CLE,MBS,16,49,0
CLE,MCI,16,50,692.239230519818
CLE,MCO,16,51,897.563291988677
CLE,MDW,16,52,306.032598735184
CLE,MEM,16,53,622.567695595449
CLE,MIA,16,54,1082.87111425252
CLE,MKE,16,55,327.205545900639
CLE,MLI,16,56,0
CLE,MSP,16,57,620.73190640858
CLE,MSY,16,58,918.180723798212
CLE,MYR,16,59,0
CLE,OAK,16,60,0
CLE,ONT,16,61,0
CLE,ORD,16,62,314.784495709764
CLE,ORF,16,63,0
CLE,PBI,16,64,0
CLE,PDX,16,65,0
CLE,PHF,16,66,0
CLE,PHL,16,67,362.358133558586
CLE,PHX,16,68,1734.20451115073
CLE,PIT,16,69,105.651797805423
CLE,PWM,16,70,607.025689981888
CLE,RDU,16,71,416.500085127371
CLE,RFD,16,72,0
CLE,RIC,16,73,362.200396137079
CLE,RNO,16,74,0
CLE,ROC,16,75,243.97545136753
CLE,RST,16,76,0
CLE,RSW,16,77,1027.87534250445
CLE,SAN,16,78,0
CLE,SAT,16,79,0
CLE,SAV,16,80,0
CLE,SDF,16,81,304.246262789989
CLE,SEA,16,82,0
CLE,SFB,16,83,0
CLE,SFO,16,84,2156.25784463712
CLE,SJC,16,85,0
CLE,SLC,16,86,0
CLE,SMF,16,87,0
CLE,SRQ,16,88,0
CLE,STL,16,89,486.315952984955
CLE,SYR,16,90,316.230298287691
CLE,TPA,16,91,929.211446122044
CLE,TUL,16,92,0
CLE,TUS,16,93,0
CLT,ABQ,17,1,0
CLT,AMA,17,2,0
CLT,ANC,17,3,0
CLT,ATL,17,4,226.545441911534
CLT,AUS,17,5,1030.9382503251
CLT,BDL,17,6,643.590597411293
CLT,BFI,17,7,0
CLT,BGR,17,8,0
CLT,BHM,17,9,350.339792487697
CLT,BIL,17,10,0
CLT,BNA,17,11,327.974121692552
CLT,BOS,17,12,727.468658422814
CLT,BUF,17,13,546.836756353827
CLT,BWI,17,14,360.857623565855
CLT,CHS,17,15,168.122923308036
CLT,CLE,17,16,431.050443281607
CLT,CLT,17,17,0
CLT,CMH,17,18,347.32322732898
CLT,CPR,17,19,0
CLT,CRP,17,20,0
CLT,CVG,17,21,335.060710209661
CLT,DAY,17,22,370.272799071083
CLT,DEN,17,23,1334.91321252442
CLT,DFW,17,24,934.107084195525
CLT,DLH,17,25,0
CLT,DSM,17,26,814.466602011322
CLT,ERI,17,27,0
CLT,EWR,17,28,528.376053621466
CLT,FAI,17,29,0
CLT,FLL,17,30,633.386443271379
CLT,FWA,17,31,0
CLT,GEG,17,32,0
CLT,GPT,17,33,576.768676955919
CLT,GRB,17,34,0
CLT,GSO,17,35,83.174413313164
CLT,GSP,17,36,75.4403318860103
CLT,HNL,17,37,0
CLT,HSV,17,38,332.744750333802
CLT,IAD,17,39,321.499300774339
CLT,IAH,17,40,911.54356532917
CLT,ICT,17,41,0
CLT,IND,17,42,427.567363954881
CLT,JAN,17,43,561.377375330988
CLT,JAX,17,44,328.983032653235
CLT,JFK,17,45,540.955132011542
CLT,LAS,17,46,1911.82085821267
CLT,LAX,17,47,2120.58120249163
CLT,LBB,17,48,0
CLT,MBS,17,49,0
CLT,MCI,17,50,807.176316421528
CLT,MCO,17,51,469.290274700361
CLT,MDW,17,52,0
CLT,MEM,17,53,510.474185360823
CLT,MIA,17,54,652.107318902178
CLT,MKE,17,55,651.101936332002
CLT,MLI,17,56,0
CLT,MSP,17,57,929.674116215926
CLT,MSY,17,58,650.752065043738
CLT,MYR,17,59,156.261443050116
CLT,OAK,17,60,0
CLT,ONT,17,61,0
CLT,ORD,17,62,599.398352160563
CLT,ORF,17,63,289.184048680051
CLT,PBI,17,64,591.58515793319
CLT,PDX,17,65,2277.15123095375
CLT,PHF,17,66,281.334478576651
CLT,PHL,17,67,448.330322792255
CLT,PHX,17,68,1770.01211595657
CLT,PIT,17,69,366.711230247184
CLT,PWM,17,70,812.056118469675
CLT,RDU,17,71,129.571289360092
CLT,RFD,17,72,0
CLT,RIC,17,73,256.315150645919
CLT,RNO,17,74,0
CLT,ROC,17,75,573.495726411297
CLT,RST,17,76,0
CLT,RSW,17,77,601.538582941195
CLT,SAN,17,78,2072.63445194052
CLT,SAT,17,79,1093.60449943075
CLT,SAV,17,80,213.781893242045
CLT,SDF,17,81,335.117606754008
CLT,SEA,17,82,2274.61088276008
CLT,SFB,17,83,0
CLT,SFO,17,84,2291.11884151391
CLT,SJC,17,85,0
CLT,SLC,17,86,1723.53770259378
CLT,SMF,17,87,0
CLT,SRQ,17,88,548.530567658082
CLT,STL,17,89,574.415196637117
CLT,SYR,17,90,603.80412139319
CLT,TPA,17,91,508.818550253337
CLT,TUL,17,92,0
CLT,TUS,17,93,0
CMH,ABQ,18,1,0
CMH,AMA,18,2,0
CMH,ANC,18,3,0
CMH,ATL,18,4,447.666918714944
CMH,AUS,18,5,0
CMH,BDL,18,6,0
CMH,BFI,18,7,0
CMH,BGR,18,8,0
CMH,BHM,18,9,0
CMH,BIL,18,10,0
CMH,BNA,18,11,337.663378822413
CMH,BOS,18,12,638.82021741066
CMH,BUF,18,13,0
CMH,BWI,18,14,336.177060864751
CMH,CHS,18,15,0
CMH,CLE,18,16,111.898166684681
CMH,CLT,18,17,347.32322732898
CMH,CMH,18,18,0
CMH,CPR,18,19,0
CMH,CRP,18,20,0
CMH,CVG,18,21,0
CMH,DAY,18,22,0
CMH,DEN,18,23,1151.24917064392
CMH,DFW,18,24,925.087097925287
CMH,DLH,18,25,0
CMH,DSM,18,26,0
CMH,ERI,18,27,0
CMH,EWR,18,28,461.697356552023
CMH,FAI,18,29,0
CMH,FLL,18,30,0
CMH,FWA,18,31,0
CMH,GEG,18,32,0
CMH,GPT,18,33,0
CMH,GRB,18,34,0
CMH,GSO,18,35,0
CMH,GSP,18,36,0
CMH,HNL,18,37,0
CMH,HSV,18,38,0
CMH,IAD,18,39,298.901614781866
CMH,IAH,18,40,985.710698209722
CMH,ICT,18,41,0
CMH,IND,18,42,0
CMH,JAN,18,43,0
CMH,JAX,18,44,0
CMH,JFK,18,45,481.93197735114
CMH,LAS,18,46,1766.53724257302
CMH,LAX,18,47,1991.03718920935
CMH,LBB,18,48,0
CMH,MBS,18,49,0
CMH,MCI,18,50,0
CMH,MCO,18,51,804.421713742833
CMH,MDW,18,52,282.288709796134
CMH,MEM,18,53,517.375511609189
CMH,MIA,18,54,992.919599278544
CMH,MKE,18,55,0
CMH,MLI,18,56,0
CMH,MSP,18,57,624.838479545892
CMH,MSY,18,58,0
CMH,MYR,18,59,0
CMH,OAK,18,60,0
CMH,ONT,18,61,0
CMH,ORD,18,62,295.043514559343
CMH,ORF,18,63,0
CMH,PBI,18,64,0
CMH,PDX,18,65,0
CMH,PHF,18,66,0
CMH,PHL,18,67,405.325654711885
CMH,PHX,18,68,1667.14061757925
CMH,PIT,18,69,0
CMH,PWM,18,70,0
CMH,RDU,18,71,361.966874877536
CMH,RFD,18,72,0
CMH,RIC,18,73,0
CMH,RNO,18,74,0
CMH,ROC,18,75,0
CMH,RST,18,76,0
CMH,RSW,18,77,932.468862476635
CMH,SAN,18,78,0
CMH,SAT,18,79,0
CMH,SAV,18,80,0
CMH,SDF,18,81,0
CMH,SEA,18,82,0
CMH,SFB,18,83,0
CMH,SFO,18,84,0
CMH,SJC,18,85,0
CMH,SLC,18,86,0
CMH,SMF,18,87,0
CMH,SRQ,18,88,0
CMH,STL,18,89,408.524947620172
CMH,SYR,18,90,0
CMH,TPA,18,91,830.977736608658
CMH,TUL,18,92,0
CMH,TUS,18,93,0
CPR,ABQ,19,1,0
CPR,AMA,19,2,0
CPR,ANC,19,3,0
CPR,ATL,19,4,0
CPR,AUS,19,5,0
CPR,BDL,19,6,0
CPR,BFI,19,7,0
CPR,BGR,19,8,0
CPR,BHM,19,9,0
CPR,BIL,19,10,0
CPR,BNA,19,11,0
CPR,BOS,19,12,0
CPR,BUF,19,13,0
CPR,BWI,19,14,0
CPR,CHS,19,15,0
CPR,CLE,19,16,0
CPR,CLT,19,17,0
CPR,CMH,19,18,0
CPR,CPR,19,19,0
CPR,CRP,19,20,0
CPR,CVG,19,21,0
CPR,DAY,19,22,0
CPR,DEN,19,23,230.045955244624
CPR,DFW,19,24,0
CPR,DLH,19,25,0
CPR,DSM,19,26,0
CPR,ERI,19,27,0
CPR,EWR,19,28,0
CPR,FAI,19,29,0
CPR,FLL,19,30,0
CPR,FWA,19,31,0
CPR,GEG,19,32,0
CPR,GPT,19,33,0
CPR,GRB,19,34,0
CPR,GSO,19,35,0
CPR,GSP,19,36,0
CPR,HNL,19,37,0
CPR,HSV,19,38,0
CPR,IAD,19,39,0
CPR,IAH,19,40,0
CPR,ICT,19,41,0
CPR,IND,19,42,0
CPR,JAN,19,43,0
CPR,JAX,19,44,0
CPR,JFK,19,45,0
CPR,LAS,19,46,0
CPR,LAX,19,47,0
CPR,LBB,19,48,0
CPR,MBS,19,49,0
CPR,MCI,19,50,0
CPR,MCO,19,51,0
CPR,MDW,19,52,0
CPR,MEM,19,53,0
CPR,MIA,19,54,0
CPR,MKE,19,55,0
CPR,MLI,19,56,0
CPR,MSP,19,57,0
CPR,MSY,19,58,0
CPR,MYR,19,59,0
CPR,OAK,19,60,0
CPR,ONT,19,61,0
CPR,ORD,19,62,0
CPR,ORF,19,63,0
CPR,PBI,19,64,0
CPR,PDX,19,65,0
CPR,PHF,19,66,0
CPR,PHL,19,67,0
CPR,PHX,19,68,0
CPR,PIT,19,69,0
CPR,PWM,19,70,0
CPR,RDU,19,71,0
CPR,RFD,19,72,0
CPR,RIC,19,73,0
CPR,RNO,19,74,0
CPR,ROC,19,75,0
CPR,RST,19,76,0
CPR,RSW,19,77,0
CPR,SAN,19,78,0
CPR,SAT,19,79,0
CPR,SAV,19,80,0
CPR,SDF,19,81,0
CPR,SEA,19,82,0
CPR,SFB,19,83,0
CPR,SFO,19,84,0
CPR,SJC,19,85,0
CPR,SLC,19,86,319.284677753742
CPR,SMF,19,87,0
CPR,SRQ,19,88,0
CPR,STL,19,89,0
CPR,SYR,19,90,0
CPR,TPA,19,91,0
CPR,TUL,19,92,0
CPR,TUS,19,93,0
CRP,ABQ,20,1,0
CRP,AMA,20,2,0
CRP,ANC,20,3,0
CRP,ATL,20,4,0
CRP,AUS,20,5,0
CRP,BDL,20,6,0
CRP,BFI,20,7,0
CRP,BGR,20,8,0
CRP,BHM,20,9,0
CRP,BIL,20,10,0
CRP,BNA,20,11,0
CRP,BOS,20,12,0
CRP,BUF,20,13,0
CRP,BWI,20,14,0
CRP,CHS,20,15,0
CRP,CLE,20,16,0
CRP,CLT,20,17,0
CRP,CMH,20,18,0
CRP,CPR,20,19,0
CRP,CRP,20,20,0
CRP,CVG,20,21,0
CRP,DAY,20,22,0
CRP,DEN,20,23,0
CRP,DFW,20,24,355.296042134782
CRP,DLH,20,25,0
CRP,DSM,20,26,0
CRP,ERI,20,27,0
CRP,EWR,20,28,0
CRP,FAI,20,29,0
CRP,FLL,20,30,0
CRP,FWA,20,31,0
CRP,GEG,20,32,0
CRP,GPT,20,33,0
CRP,GRB,20,34,0
