,ABQ,AMA,ANC,ATL,AUS,BDL,BFI,BGR,BHM,BIL,BNA,BOS,BUF,BWI,CHS,CLE,CLT,CMH,CPR,CRP,CVG,DAY,DEN,DFW,DLH,DSM,ERI,EWR,FAI,FLL,FWA,GEG,GPT,GRB,GSO,GSP,HNL,HSV,IAD,IAH,ICT,IND,JAN,JAX,JFK,LAS,LAX,LBB,MBS,MCI,MCO,MDW,MEM,MIA,MKE,MLI,MSP,MSY,MYR,OAK,ONT,ORD,ORF,PBI,PDX,PHF,PHL,PHX,PIT,PWM,RDU,RFD,RIC,RNO,ROC,RST,RSW,SAN,SAT,SAV,SDF,SEA,SFB,SFO,SJC,SLC,SMF,SRQ,STL,SYR,TPA,TUL,TUS
HSV,0,0,0,150.979948457274,0,0,0,0,0,0,0,0,0,0,0,0,332.744750333802,0,0,0,0,0,1046.26567406536,601.362653860786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594.949843048582,594.293039997089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510.943239883304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IAD,1624.27814845695,0,0,533.810133652544,1295.24330392753,325.177792984127,0,0,0,0,541.27274478974,412.336049401163,284.026737867533,0,442.026881977297,287.815418229967,321.499300774339,298.901614781866,0,0,387.260330468329,366.935799167866,1448.9366578614,1169.78969295212,0,0,0,212.160087998403,0,0,0,0,0,0,239.110263565777,383.937589580449,4809.3972809169,594.949843048582,0,1188.99094216433,0,475.206111634395,0,631.229706297493,227.634673761914,2060.87203059185,2283.07729896746,0,0,924.071714765498,759.376557114586,576.098721283801,0,923.515795093639,0,0,906.450480275445,954.507609409088,0,2403.11342167257,0,587.483438880295,157.283633793767,0,2321.74061387527,0,134.480553945662,1952.20337941651,182.227735846508,492.803502473761,224.157209766284,0,99.7261781822388,0,288.661526287768,0,0,2248.46460297113,1360.45259491483,515.853548585686,450.386149628336,2300.22682396501,0,2413.182691488,0,1823.49761890448,2352.22195335379,0,694.529832802697,296.365741475744,812.099749208952,1025.28304190175,0
IAH,743.012821786263,517.542857122776,0,688.249934380548,139.964581583368,0,0,0,561.536002790687,0,656.534631188196,1595.55928687441,0,1233.98846365892,923.307659717506,1091.26769620737,911.54356532917,985.710698209722,0,201.187079897351,871.414019827876,0,862.202112399892,224.714489614616,0,803.530727396834,0,1398.51012355648,0,964.138471628965,0,0,375.622829684842,0,0,836.196103733131,3897.69966839704,594.293039997089,1188.99094216433,0,543.061328231307,844.82046274022,350.373244853057,815.316893246145,0,1219.69588297461,1376.46773166081,457.479481156082,0,644.502306884342,852.574102317357,0,468.718641703354,962.815345350764,985.599495647317,0,1035.83476051496,304.201523732187,0,0,1331.22178444778,926.305221132122,1199.61741684991,954.052510626236,1823.04410221691,0,1323.28130794675,1007.28354093351,1116.9748114911,0,1041.04272656469,0,1155.79907914201,0,0,0,859.876480719943,1300.7030273907,190.217214473372,849.293907517311,788.039408954896,1872.55863331756,0,1632.55866818472,1605.23770752078,1194.56592756557,1606.9263361783,0,668.392436672357,0,786.098679283676,430.534514567678,934.259130611077
ICT,0,0,0,780.290739953683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418.82008257284,329.181873415384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543.061328231307,0,0,0,0,0,984.030611786829,0,0,0,0,0,0,0,0,0,0,545.290304720259,0,0,0,0,587.024122659253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IND,0,0,0,432.665937178837,0,0,0,0,0,0,0,816.31545596307,0,514.748500347193,0,260.987160275339,427.567363954881,0,0,0,0,0,974.132227338989,760.598445423359,0,0,0,642.923241278819,0,0,0,0,0,0,0,0,0,0,475.206111634395,844.82046274022,0,0,0,0,663.232491654628,1586.37144207973,1810.09001158672,0,0,449.626923337231,830.135177255168,162.033247232391,380.992450443243,1022.74995879022,0,0,502.327852769126,0,0,0,0,177.471522843097,0,0,0,0,586.551044739548,1485.70567576233,0,0,487.977399918785,0,0,0,0,0,947.530060418315,0,0,0,0,0,0,0,0,1351.6119342753,0,0,0,0,839.319569165292,0,0
JAN,0,0,0,339.903309386639,0,0,0,0,0,0,0,0,0,887.552550487989,0,0,561.377375330988,0,0,0,0,0,0,407.195025024384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350.373244853057,0,0,0,0,0,0,0,0,0,0,587.156501149459,667.030945075622,188.805548737282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAX,0,0,0,269.968683959278,0,0,0,0,364.633969242705,0,483.973709286928,1010.8235846767,0,663.685398840403,0,0,328.983032653235,0,0,0,614.72349638721,0,1444.72426612323,916.72928753441,0,0,0,820.848670621616,0,319.46428178588,0,0,0,0,0,0,0,0,631.229706297493,815.316893246145,0,0,0,0,829.251275117433,1961.03582578803,0,0,0,0,0,0,574.727175211297,335.780932518869,0,0,1174.63577448827,0,0,0,0,865.265033128974,542.976448549494,0,0,0,742.732659173874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.337167973604,0,0
JFK,0,0,0,759.420484937205,1519.63419169423,106.270437448598,0,0,0,0,764.185336129134,186.533450211485,300.574090794287,183.54010042137,636.949560832694,423.929920540749,540.955132011542,481.93197735114,0,0,587.641189604543,552.458211764201,1621.7434188164,1388.78571534338,0,0,0,0,0,1070.86832929536,0,0,0,0,457.816182862782,0,4975.43516057046,0,227.634673761914,0,0,663.232491654628,0,829.251275117433,0,2242.84249101044,2469.60363810559,0,0,1109.87495091602,945.405356055867,0,962.862546457285,1091.89202360477,743.59159143776,0,1026.11734147671,1181.60379279693,0,2569.61854894345,0,738.132352492911,289.795253830923,1029.76351036577,2447.6487141683,0,93.5964546070103,2148.90807927876,338.85438029979,273.355750968758,426.599519727117,0,288.02671520266,0,263.512188284213,0,1076.06069661969,2440.91992803674,1585.12431263775,0,660.115437165409,2415.19376532547,0,2579.95947433075,2563.17933342801,1984.53462539901,2515.04286911068,1042.73098533063,890.371915560522,208.546952773326,1006.38783915395,0,0
LAS,485.393330387831,756.702829294435,0,1742.94677010092,1088.16510171646,2291.94846997807,0,0,1614.50966637246,754.842332411745,1583.88698694579,2375.44402499862,1981.95934642476,2101.06020130751,0,1820.3655820332,1911.82085821267,1766.53724257302,0,0,1674.31392034637,0,627.228775085839,1053.16479213685,1394.2918611746,1213.11531327639,0,2222.160284961,0,2170.02445922782,0,806.634528818786,0,0,0,0,2759.30548223766,0,2060.87203059185,1219.69588297461,984.030611786829,1586.37144207973,0,1961.03582578803,2242.84249101044,0,236.132055954199,773.168757281074,0,1136.86059966407,2035.79533393285,1517.41144031947,1412.99043234842,2171.30046058757,1520.5577161637,1373.33880258026,1297.35752229903,1497.32731743329,0,406.611652532185,196.818915126255,1511.07704071632,0,0,762.882444877883,0,2171.46216606122,255.305263338981,1905.58952164287,0,2021.33229351071,1452.37484807967,0,345.368422524106,0,0,0,258.76370153062,1067.24810116859,0,1620.20793152399,866.934151979444,0,413.169914892455,385.56933704969,367.836274369519,396.883270625233,0,1368.26009664964,0,1980.71264096183,1073.22638658319,364.711556531287
LAX,675.828131752604,0,0,1942.3872928158,1239.30665083753,0,0,0,0,0,1793.58622299018,2605.58815841382,0,2324.01772773846,0,2048.43082226978,2120.58120249163,1991.03718920935,0,0,1895.8755737729,0,860.738676483483,1232.36348168159,0,0,0,2448.98128130839,0,2338.50265260289,0,0,0,0,0,0,2552.82698130376,0,2283.07729896746,1376.46773166081,0,1810.09001158672,0,0,2469.60363810559,236.132055954199,0,0,0,1360.67099734638,2213.65622966987,1747.11353361124,1615.48641315307,2338.13275796986,1752.74143560117,0,1533.20007914004,1667.15160639564,0,337.275781926267,0,1741.26151455013,0,0,834.608689755572,0,2396.35076625753,369.341502949696,2131.45847602986,0,2233.67604559595,0,0,391.251268484311,0,0,0,109.182447863988,1208.42104413268,0,0,955.050318570526,0,337.542984543817,308.051358320465,589.914181651596,373.107788594938,0,1588.79675338683,0,2154.07064275583,1280.14794772444,450.475327444872
LBB,0,0,0,0,341.657934126649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456.333976179834,281.411083425763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457.479481156082,0,0,0,0,0,773.168757281074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MBS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462.045593860104,0,0,0,0,221.774387351436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCI,717.220325846595,0,0,691.862136161566,0,0,0,0,0,0,490.677634649407,1253.28944335361,0,964.21244462409,0,692.239230519818,807.176316421528,0,0,0,538.139300742126,0,531.537226937496,460.871647997868,0,0,0,1089.33851441775,0,1242.53519852214,0,0,0,0,0,0,0,0,924.071714765498,644.502306884342,0,449.626923337231,0,0,1109.87495091602,1136.86059966407,1360.67099734638,0,0,0,1072.60522566203,403.794802537921,392.916626177371,0,435.097097603017,0,393.360170501292,690.741105439217,0,1485.53972087761,0,402.054857455683,0,0,1478.19847281395,0,1035.67993657483,1042.05905897243,0,0,0,0,0,0,0,0,0,1331.24095286885,0,0,0,1486.16434030834,0,1495.32910614112,0,917.527889004743,0,0,236.225943479898,0,1048.22355066498,0,0
MCO,0,0,0,404.373723344328,992.397416204974,1051.55766132053,0,0,479.217396432402,0,617.059349777506,1122.24989570719,1012.91590607986,788.567235269311,0,897.563291988677,469.290274700361,804.421713742833,0,0,758.564604376115,809.893551682466,1545.03901766288,983.328188166936,0,0,0,938.876336369427,0,177.661812738836,0,0,0,0,0,449.991669360875,0,0,759.376557114586,852.574102317357,0,830.135177255168,587.156501149459,0,945.405356055867,2035.79533393285,2213.65622966987,0,0,1072.60522566203,0,991.402092004904,683.736775753051,192.620251170186,1068.20397841711,0,1311.44583583219,550.26829384357,0,0,0,1006.73504830358,655.778171126844,0,0,0,862.861589436859,1845.3923172056,835.693736554704,0,535.310958068755,0,668.205387280333,0,1034.9962525779,0,133.644048078994,2144.83301829204,1039.14115235915,0,720.000252874754,2550.69130446015,0,2441.60890634118,0,1928.40981182622,0,0,882.358161173853,1055.00064430968,0,0,0
MDW,1119.11701899574,0,0,591.557378131478,972.607896637463,774.539264166183,0,0,570.803945220885,0,395.421005301003,858.483285681012,467.147885182557,609.320133640318,745.32182841161,306.032598735184,0,282.288709796134,0,0,0,0,893.176745627769,0,0,305.563685529624,0,709.075079797858,0,1168.67730824501,0,0,0,0,0,562.378947510126,0,0,576.098721283801,0,0,162.033247232391,667.030945075622,0,0,1517.41144031947,1747.11353361124,0,0,403.794802537921,991.402092004904,0,0,0,0,0,348.185440565649,826.714948605799,0,1839.9091131329,1702.38845844463,0,702.897840239454,0,1746.74074214771,0,666.731841151347,1441.45325197546,401.252548827421,0,631.451193538656,0,0,1676.2781248871,0,0,1107.34702487969,1725.03285275859,1036.76773906441,0,271.408664886931,1728.86679950244,0,1850.22749117546,1833.35883454362,1255.53462648937,1785.90936921967,0,251.151066211893,0,998.546028815104,0,1437.82328078752
MEM,0,0,0,331.082371836233,558.862268223006,0,0,0,210.456205477063,0,199.85683891734,1137.79223337679,0,0,0,622.567695595449,510.474185360823,517.375511609189,0,0,402.796442352156,0,870.854917298217,430.824397532967,0,490.963589054441,0,944.715392628675,0,850.988921141972,0,0,0,0,0,0,0,0,0,468.718641703354,0,380.992450443243,188.805548737282,574.727175211297,962.862546457285,1412.99043234842,1615.48641315307,0,0,392.916626177371,683.736775753051,0,0,860.165543929366,557.455386400234,0,701.114841702504,349.257929350908,0,0,0,492.146938469572,0,0,0,0,873.055229596261,1261.05489038378,651.290041896716,0,632.03267261607,0,0,0,0,0,0,0,624.871380605083,0,319.556922650232,0,0,0,0,1259.33840720736,0,0,257.016001309291,0,655.840534755292,341.447416471049,0
MIA,0,0,0,595.971809764614,0,1196.69184266203,0,0,662.018110641542,0,807.473416528231,1260.39344514719,0,948.23557557936,491.196590379047,1082.87111425252,652.107318902178,992.919599278544,0,0,950.504013722805,0,1708.0633305032,1119.88476310182,0,0,0,1087.83718346701,0,0,0,0,0,0,712.329134196772,0,0,0,923.515795093639,962.815345350764,0,1022.74995879022,0,335.780932518869,1091.89202360477,2171.30046058757,2338.13275796986,0,0,0,192.620251170186,0,860.165543929366,0,0,0,1502.61486212738,673.976387371741,0,0,0,1199.34540788963,803.902588967308,0,0,0,1015.53253704522,1968.79215761016,1015.62254332013,0,702.461009676003,0,827.784812046934,0,0,0,0,0,0,0,912.616920554163,2721.43934585286,214.253142485272,2581.15075007636,0,0,0,0,1069.87968373265,0,204.537741403482,0,0
MKE,0,0,0,670.099053409217,0,0,0,0,0,0,0,857.869683405829,0,639.738412097878,0,327.205545900639,651.101936332002,0,0,0,317.606450890719,0,893.567340862067,853.552467093649,0,0,0,722.989037330482,0,1245.16933189016,0,0,0,0,0,0,0,0,0,985.599495647317,0,0,0,0,743.59159143776,1520.5577161637,1752.74143560117,0,0,435.097097603017,1068.20397841711,0,557.455386400234,0,0,0,296.790268285794,0,0,0,0,66.9293112041446,0,0,0,0,688.608600446975,1458.152870076,0,0,0,0,0,0,0,0,1185.48885048797,0,0,0,0,1689.79254445806,0,1840.83953285082,0,0,0,0,317.568980631907,0,1077.02761079653,0,0
MLI,0,0,0,633.862996181596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749.742107282141,691.18798095431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1373.33880258026,0,0,0,0,0,0,0,0,0,0,273.819862295485,0,0,0,0,139.148026572049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018.87623039336,0,0,0,0,0,0,0,0,0,0
MSP,979.982919094622,0,2511.73659401843,907.082751366242,1043.28489877096,1047.83576607733,0,0,854.622009533385,745.655281645832,695.400003565161,1121.16647815642,732.606706856456,934.368593995156,0,620.73190640858,929.674116215926,624.838479545892,0,0,595.709401251554,573.396720257282,678.798222578878,852.932973678541,144.188315676134,232.402750791088,0,1005.89137538663,0,1488.90715332728,487.137381321194,1171.97704075109,0,251.628381663456,0,0,0,0,906.450480275445,1035.83476051496,545.290304720259,502.327852769126,0,1174.63577448827,1026.11734147671,1297.35752229903,1533.20007914004,0,462.045593860104,393.360170501292,1311.44583583219,348.185440565649,701.114841702504,1502.61486212738,296.790268285794,273.819862295485,0,1041.33900353427,0,0,0,333.693991323913,0,0,1422.2138154818,0,978.361621769228,1274.95077297641,725.024540912139,0,979.438774865575,0,968.729560973658,0,781.165299578017,76.1349569379608,1418.20081595838,1530.40477835473,1098.52077430663,0,603.39927615687,1394.94534180838,0,1585.4569148621,1572.19783530172,988.993975957438,1514.036315594,0,448.44157624529,857.87815035683,1307.92235436188,616.035801614711,1297.05239767145
MSY,0,0,0,424.778091264132,0,0,0,0,321.208984230521,0,471.545341888143,1366.83227499857,0,998.085418212961,0,918.180723798212,650.752065043738,0,0,0,701.610644090064,0,1061.42042593229,447.066850647861,0,0,0,1166.65200339867,0,672.880226065984,0,0,0,0,0,0,0,0,954.507609409088,304.201523732187,0,0,0,0,1181.60379279693,1497.32731743329,1667.15160639564,0,0,690.741105439217,550.26829384357,826.714948605799,349.257929350908,673.976387371741,0,0,1041.33900353427,0,0,0,0,838.436673662849,0,0,0,0,1088.01551416554,1298.10626991289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1907.36501502901,0,1426.90373653672,0,0,605.003554783643,0,487.162017828994,0,0
MYR,0,0,0,316.292069075093,0,0,0,0,0,0,0,738.228466370955,0,0,0,0,156.261443050116,0,0,0,0,0,0,1046.07796748893,0,0,0,550.641362290994,0,530.711874368855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753.304157703874,0,0,0,0,473.921005119805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OAK,886.90143560181,0,0,0,1494.69201300474,0,0,0,0,897.390094245096,0,0,0,0,0,0,0,0,0,0,0,0,954.981840147991,0,0,0,0,0,0,0,0,723.878819019643,0,0,0,0,2406.8536470086,0,2403.11342167257,0,0,0,0,0,2569.61854894345,406.611652532185,337.275781926267,0,0,1485.53972087761,0,1839.9091131329,0,0,0,0,0,0,0,0,361.883072146002,0,0,0,543.964883390666,0,0,645.161431193235,0,0,0,0,0,180.629353436078,0,0,0,446.395136075848,0,0,0,672.175574003346,0,0,0,587.144126631525,0,0,0,0,0,0,0
ONT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817.607107302846,1185.86193512803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1331.22178444778,0,0,0,0,0,196.818915126255,0,0,0,0,0,1702.38845844463,0,0,0,0,0,0,0,361.883072146002,0,0,0,0,839.399731213467,0,0,323.938244367654,0,0,0,0,0,0,0,0,0,0,0,0,0,957.198965974897,0,363.390213043209,333.341847038481,557.93120887645,389.823834708929,0,0,0,0,0,0
ORD,1115.99953720572,0,2838.83310046603,606.699405909912,978.448938449329,781.101369134542,0,0,584.877569863768,0,409.8102688418,864.429328483297,472.047338842323,620.148400807577,760.668416417928,314.784495709764,599.398352160563,295.043514559343,0,0,264.337844792211,239.927738503106,886.143621055975,802.01923211205,397.03042953106,298.343596066784,0,717.388488795259,0,1184.02950677596,156.363614359752,0,0,173.562266680871,589.389056134461,577.796561928806,4237.46855877519,510.943239883304,587.483438880295,926.305221132122,587.024122659253,177.471522843097,0,865.265033128974,738.132352492911,1511.07704071632,1741.26151455013,0,221.774387351436,402.054857455683,1006.73504830358,0,492.146938469572,1199.34540788963,66.9293112041446,139.148026572049,333.693991323913,838.436673662849,753.304157703874,0,0,0,715.663908935549,1145.68850801162,1734.76135360911,0,676.294697334854,1437.58482314496,411.517476620927,897.582739569508,645.777816324153,0,641.073808059081,1667.2870328221,526.455825370296,267.901557367945,1122.52977040357,1720.10364096251,1042.36736727504,773.934986325726,286.756554129711,1716.17872704683,0,1841.83489794299,1825.15076212733,1246.64367123595,1777.10334761683,0,258.144931376624,605.192650782271,1013.67713120061,585.026618791705,1435.13803303165
ORF,0,0,0,515.587779894764,0,0,0,0,0,0,583.99869164814,468.087109305082,0,159.634074286261,0,0,289.184048680051,0,0,0,0,0,0,1210.10599063346,0,0,0,284.316002519687,0,0,0,0,0,0,0,0,0,0,157.283633793767,1199.61741684991,0,0,0,542.976448549494,289.795253830923,0,0,0,0,0,655.778171126844,702.897840239454,0,803.902588967308,0,0,0,0,0,0,0,715.663908935549,0,0,0,0,212.19087110657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717.999403317623,0,0
PBI,0,0,0,545.596432973385,0,1134.70025064495,0,0,0,0,0,1198.99860907755,0,885.56944688488,0,0,591.58515793319,0,0,0,0,0,0,1101.21184397624,0,0,0,1025.56006737679,0,0,0,0,0,0,0,0,0,0,0,954.052510626236,0,0,0,0,1029.76351036577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1145.68850801162,0,0,0,0,953.052745731078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.244256864563,0,0
PDX,1110.24486077531,0,1539.06553297627,2168.19801520445,0,0,0,0,0,677.593404768776,0,2530.57826180978,0,0,0,0,2277.15123095375,0,0,0,0,0,989.392690153165,1613.83214643595,0,0,0,2427.55684544743,0,0,0,278.288214916707,0,0,0,0,2602.55694719514,0,2321.74061387527,1823.04410221691,0,0,0,0,2447.6487141683,762.882444877883,834.608689755572,0,0,1478.19847281395,0,1746.74074214771,0,0,0,0,1422.2138154818,0,0,543.964883390666,839.399731213467,1734.76135360911,0,0,0,0,0,1009.84368912285,0,0,0,0,0,444.677878947289,0,0,0,933.738688115681,0,0,0,129.274476222856,0,550.806881909661,569.451851188322,628.71280245941,479.084792426496,0,0,0,0,0,0
PHF,0,0,0,507.828534485923,0,0,0,0,0,0,0,0,0,0,0,0,281.334478576651,0,0,0,0,0,1529.16326348533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.059685148866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639.208337592377,0,0,0,0,0,0,0,0,0,0
PHL,0,0,0,665.898051688583,1428.68101465345,195.539140377724,0,472.549111056945,771.396576364326,0,673.794577947893,279.722505494573,278.680742574631,90.0125515748762,550.633633974329,362.358133558586,448.330322792255,405.325654711885,0,0,505.858718097233,475.826476606815,1553.7665015848,1300.53346305278,0,0,299.260115995901,80.0646159723951,0,994.645108676486,0,0,0,0,365.155922640646,514.470808491085,0,0,134.480553945662,1323.28130794675,0,586.551044739548,0,742.732659173874,93.5964546070103,2171.46216606122,2396.35076625753,0,0,1035.67993657483,862.861589436859,666.731841151347,873.055229596261,1015.53253704522,688.608600446975,0,978.361621769228,1088.01551416554,473.921005119805,0,0,676.294697334854,212.19087110657,953.052745731078,0,201.059685148866,0,2071.0486900306,266.937875180967,364.054453117771,336.959649137135,0,198.256568424874,0,257.207555730577,0,994.698122934538,2365.05197010331,1494.02090568778,630.011187141532,575.094627302698,2372.32644381014,0,2515.30944868826,0,1921.90438748739,0,0,811.564755126695,228.25953794937,921.386978325649,0,0
PHX,327.925262948237,0,2548.66674978513,1584.02335170531,870.536343049066,0,0,0,1451.79572727569,0,1445.60227471215,2295.34718240554,1908.16955106953,1994.56114829091,0,1734.20451115073,1770.01211595657,1667.14061757925,0,0,0,0,601.858574483621,866.16138633222,0,1147.83924837887,0,2128.55556925198,0,1969.19024580936,0,1021.50933307863,0,0,0,0,2913.4277139831,0,1952.20337941651,1007.28354093351,0,1485.70567576233,0,0,2148.90807927876,255.305263338981,369.341502949696,0,0,1042.05905897243,1845.3923172056,1441.45325197546,1261.05489038378,1968.79215761016,1458.152870076,0,1274.95077297641,1298.10626991289,0,645.161431193235,323.938244367654,1437.58482314496,0,0,1009.84368912285,0,2071.0486900306,0,1810.16362697654,0,1886.90234147857,0,0,600.671950307064,0,0,0,303.630341908281,841.47478974556,0,1503.05778636773,1107.24208084433,0,650.018426448726,620.570751357022,508.153941935403,646.269627691627,0,1259.4839592177,0,1785.15334964615,933.225926186704,110.306605904078
PIT,0,0,0,526.941824630718,0,404.809501201351,0,0,0,0,0,494.991349774866,0,209.844011223037,0,105.651797805423,366.711230247184,0,0,0,255.722783112248,0,1286.91110864988,1066.15747119384,0,0,0,318.428788716278,0,996.32190886967,0,0,0,0,0,0,0,0,182.227735846508,1116.9748114911,0,0,0,0,338.85438029979,1905.58952164287,2131.45847602986,0,0,0,835.693736554704,401.252548827421,651.290041896716,1015.62254332013,0,0,725.024540912139,0,0,0,0,411.517476620927,0,0,0,0,266.937875180967,1810.16362697654,0,0,328.31766642002,0,0,0,0,0,968.211840418051,0,0,0,0,0,0,2248.42903648735,0,0,0,0,552.482318747182,0,874.657602186983,0,0
PWM,0,0,0,1026.41086557869,0,0,0,0,0,0,0,0,0,451.436310892366,0,607.025689981888,812.056118469675,0,0,0,0,0,0,0,0,0,0,284.047486840563,0,0,0,0,0,0,0,0,0,0,492.803502473761,0,0,0,0,0,273.355750968758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897.582739569508,0,0,0,0,364.054453117771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RDU,0,0,0,355.600583726123,0,531.790869076576,0,0,0,0,441.30158919211,611.783198932617,0,255.734579865011,0,416.500085127371,129.571289360092,361.966874877536,0,0,389.769242684874,0,1433.26098224636,1059.20426054554,0,0,0,416.322844617299,0,682.288129577205,0,0,0,0,0,0,0,0,224.157209766284,1041.04272656469,0,487.977399918785,0,0,426.599519727117,2021.33229351071,2233.67604559595,0,0,0,535.310958068755,631.451193538656,632.03267261607,702.461009676003,0,0,979.438774865575,0,0,0,0,645.777816324153,0,0,0,0,336.959649137135,1886.90234147857,328.31766642002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2394.46630433622,0,0,0,0,666.167903567447,0,588.401674007976,0,0
RFD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826.521724725342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1452.37484807967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026.04368537959,0,0,0,0,0,0,0,0,0,0
RIC,0,0,0,480.461378147744,0,0,0,0,0,0,0,473.71192890798,0,0,0,362.200396137079,256.315150645919,0,0,0,412.474624531408,0,0,1155.48800347485,0,0,0,277.540956055321,0,807.174414009223,0,0,0,0,0,0,0,0,99.7261781822388,1155.79907914201,0,0,0,0,288.02671520266,0,0,0,0,0,668.205387280333,0,0,827.784812046934,0,0,968.729560973658,0,0,0,0,641.073808059081,0,0,0,0,198.256568424874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802.170478096885,1342.55712953202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345.368422524106,391.251268484311,0,0,0,0,1676.2781248871,0,0,0,0,0,0,0,180.629353436078,0,1667.2870328221,0,0,444.677878947289,0,0,600.671950307064,0,0,0,0,0,0,0,0,0,489.060992428692,0,0,0,563.815548187451,0,191.604175246055,188.33697517746,420.847834974015,0,0,0,0,0,0,0
ROC,0,0,0,749.836682510055,0,0,0,0,0,0,0,342.237451873588,0,277.443403011363,0,243.97545136753,573.495726411297,0,0,0,0,0,0,0,0,0,0,246.075068523713,0,0,0,0,0,0,0,0,0,0,288.661526287768,0,0,0,0,0,263.512188284213,0,0,0,0,0,1034.9962525779,0,0,0,0,0,781.165299578017,0,0,0,0,526.455825370296,0,0,0,0,257.207555730577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.1349569379608,0,0,0,0,267.901557367945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RSW,0,0,0,515.932975647499,0,0,0,0,0,0,0,1251.0780711662,0,921.459520715458,0,1027.87534250445,601.538582941195,932.468862476635,0,0,880.841219331576,0,1605.73779054247,1015.55086115669,0,0,0,1070.06482149939,0,0,0,0,0,0,0,0,0,0,0,859.876480719943,0,947.530060418315,0,0,1076.06069661969,0,0,0,0,0,133.644048078994,1107.34702487969,0,0,1185.48885048797,0,1418.20081595838,0,0,0,0,1122.52977040357,0,0,0,0,994.698122934538,0,968.211840418051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980.340579986472,0,0,0,0
